payment_id,member_id,application_id,event_id,event_attendance_id,invoice_id,payment_type,amount,currency,payment_status,payment_method,billing_period,due_date,paid_at
10529,863,,45.0,7332.0,a7f70a80-76ab-4b52-8655-230e474762f8,Event Registration,500,DOP,Paid,Check,2023,2023-12-04 19:01:03,2023-12-08 11:14:36
10530,2962,,45.0,7338.0,dd0b5755-13de-4383-85fc-931c8eecba83,Event Registration,1000,DOP,Paid,Online Payment,2023,2023-10-31 19:01:03,2023-11-20 08:31:57
10531,1388,,45.0,7340.0,a9dee026-6fcf-4292-b733-9a3c3b2172f0,Event Registration,1000,DOP,Paid,Check,2023,2023-11-15 19:01:03,2023-11-28 10:09:38
10532,1355,,45.0,7344.0,98f7f224-4ff9-4153-9242-b0876162f3b0,Event Registration,750,DOP,Paid,Check,2023,2023-11-14 19:01:03,2023-11-21 04:08:11
10533,1759,,45.0,7346.0,028f0830-97ce-4e00-936d-3a4121c285cf,Event Registration,750,DOP,Paid,Credit Card,2023,2023-10-31 19:01:03,2023-11-20 13:16:15
10534,2444,,45.0,7347.0,848270ac-3110-40ea-8eab-8f3c7e9f15d5,Event Registration,500,DOP,Paid,Cash,2023,2023-10-29 19:01:03,2023-12-11 13:07:26
10535,81,,45.0,7349.0,904fec88-d948-4610-b8c0-702ecff9bf0f,Event Registration,2000,DOP,Paid,Credit Card,2023,2023-11-16 19:01:03,2023-11-20 11:15:38
10536,3166,,45.0,7351.0,1d51c314-7658-4f13-ac46-22e94abf3028,Event Registration,1500,DOP,Paid,Bank Transfer,2023,2023-11-01 19:01:03,2023-11-19 03:27:41
10537,1643,,45.0,7355.0,ba2a846b-385f-49d5-bf27-62c4d9bd37d0,Event Registration,2000,DOP,Paid,Check,2023,2023-11-12 19:01:03,2023-11-21 13:57:07
10538,1496,,45.0,7360.0,7d4da87b-4c32-46cb-a49a-038743d6f6e1,Event Registration,500,DOP,Paid,Cash,2023,2023-11-20 19:01:03,2023-11-25 10:43:28
10539,3189,,45.0,7361.0,e651d747-aadd-4cd2-aa84-9d260e87a7b2,Event Registration,750,DOP,Paid,Credit Card,2023,2023-11-21 19:01:03,2023-12-12 04:11:09
10540,2522,,45.0,7362.0,91a2da0b-ab00-41ee-aa5c-d48d4c1d0de6,Event Registration,1000,DOP,Paid,Bank Transfer,2023,2023-11-14 19:01:03,2023-12-02 09:33:12
10541,946,,46.0,7376.0,20b8834c-d4be-4299-a0d1-cc2e223a335d,Event Registration,1000,DOP,Paid,Bank Transfer,2023,2023-03-08 13:44:02,2023-03-09 00:38:10
10542,983,,46.0,7379.0,cc620920-71f1-4500-b1fa-259250874777,Event Registration,500,DOP,Paid,Cash,2023,2023-02-28 13:44:02,2023-03-23 23:02:21
10543,3100,,46.0,7383.0,6bd14d9b-18e6-4933-827f-47e7d0654a30,Event Registration,500,DOP,Paid,Online Payment,2023,2023-02-22 13:44:02,2023-03-29 13:44:02
10544,1824,,46.0,7385.0,0cb0153d-4a70-4943-a232-361bb96c4eb7,Event Registration,1500,DOP,Paid,Online Payment,2023,2023-03-25 13:44:02,2023-03-28 07:34:24
10545,329,,46.0,7396.0,d9ab7ab4-47b9-4c61-873d-7123cb2e2945,Event Registration,750,DOP,Paid,Bank Transfer,2023,2023-03-26 13:44:02,2023-03-27 06:14:45
10546,1817,,46.0,7429.0,b4b09f96-f37b-4acb-a7db-a6578040da10,Event Registration,2000,DOP,Paid,Bank Transfer,2023,2023-03-26 13:44:02,2023-03-29 13:44:02
10547,522,,46.0,7440.0,29bcd70a-d28b-4651-9c2c-1f79924674e0,Event Registration,1000,DOP,Paid,Credit Card,2023,2023-02-23 13:44:02,2023-03-09 06:38:02
10548,1484,,46.0,7441.0,38db18cc-441e-4f7a-9e00-e35e437ba45c,Event Registration,750,DOP,Paid,Cash,2023,2023-02-23 13:44:02,2023-03-12 06:49:31
10549,1165,,46.0,7444.0,d51ab7db-c965-43b8-87e5-4a6fa31d7033,Event Registration,500,DOP,Paid,Check,2023,2023-03-11 13:44:02,2023-03-28 03:24:06
10550,1369,,46.0,7455.0,b18e0c2a-b6cd-4a0c-b404-0d42e57a8629,Event Registration,500,DOP,Paid,Online Payment,2023,2023-02-16 13:44:02,2023-03-14 05:40:02
10551,1632,,46.0,7485.0,688286d1-4ec8-4e93-adce-06df5d1e4d32,Event Registration,1500,DOP,Paid,Credit Card,2023,2023-03-13 13:44:02,2023-03-21 04:17:32
10552,1743,,46.0,7486.0,9a8019e8-37dc-4268-a503-6276eaa0555a,Event Registration,1500,DOP,Paid,Bank Transfer,2023,2023-02-23 13:44:02,2023-02-28 08:17:41
10553,2701,,46.0,7487.0,8027f26e-d057-4aef-945a-02f77b28a4a5,Event Registration,750,DOP,Paid,Check,2023,2023-03-17 13:44:02,2023-03-22 01:55:27
10554,410,,46.0,7503.0,23b39ca8-170a-464e-9737-b2f60ac27b1d,Event Registration,500,DOP,Paid,Cash,2023,2023-03-12 13:44:02,2023-03-18 22:02:28
10555,584,,46.0,7507.0,62bad244-0b6e-45f9-ab9d-c0bbbb6b1068,Event Registration,750,DOP,Paid,Online Payment,2023,2023-02-22 13:44:02,2023-02-23 02:10:31
10556,799,,46.0,7508.0,ef1c0185-5a97-4457-bdb2-89053514cd4f,Event Registration,750,DOP,Paid,Credit Card,2023,2023-03-24 13:44:02,2023-03-27 02:41:32
10557,669,,46.0,7514.0,a2fc04f8-5b50-49bd-be7c-7d84f2dccb2f,Event Registration,2000,DOP,Paid,Bank Transfer,2023,2023-03-14 13:44:02,2023-03-27 06:09:20
10558,1751,,46.0,7529.0,7a2ca21e-b661-4ecc-9cc8-879d9409432f,Event Registration,1000,DOP,Paid,Check,2023,2023-03-10 13:44:02,2023-03-21 07:15:06
10559,2884,,47.0,7537.0,77b32474-98fd-4b35-85ef-764a9e9e883a,Event Registration,1500,DOP,Paid,Online Payment,2026,2026-02-06 05:44:38,2026-02-14 16:05:21
10560,476,,47.0,7555.0,75e8b99d-679e-4c1a-a506-de1e50c10449,Event Registration,2000,DOP,Paid,Credit Card,2026,2026-01-19 05:44:38,2026-01-25 22:35:34
10561,545,,47.0,7625.0,60f197c5-47c2-4f8f-ab27-e9585b221059,Event Registration,2000,DOP,Paid,Bank Transfer,2026,2026-02-14 05:44:38,2026-02-20 18:32:36
10562,2438,,47.0,7627.0,608ba216-7efc-4643-ac0d-1c67a8f088e9,Event Registration,2000,DOP,Paid,Credit Card,2026,2026-02-21 05:44:38,2026-02-24 20:38:59
10563,1265,,47.0,7632.0,cdedc09c-70f0-49b9-af7d-531565921a0f,Event Registration,1000,DOP,Paid,Check,2026,2026-01-15 05:44:38,2026-02-20 15:42:26
10564,441,,47.0,7634.0,b6e47c00-9334-406d-b6d6-d025416d4a59,Event Registration,750,DOP,Paid,Cash,2026,2026-02-16 05:44:38,2026-02-26 05:44:38
10565,1221,,47.0,7637.0,b3ded515-4d7e-4020-b840-edc617c02486,Event Registration,1500,DOP,Paid,Cash,2026,2026-02-07 05:44:38,2026-02-26 05:44:38
10566,955,,47.0,7640.0,eab95e82-649b-42eb-9a6a-9ebf82aa18c8,Event Registration,1000,DOP,Paid,Bank Transfer,2026,2026-02-10 05:44:38,2026-02-23 15:47:01
10567,2746,,47.0,7654.0,c8d9c817-fc4d-44c4-83b0-3975958f0fa4,Event Registration,500,DOP,Paid,Check,2026,2026-01-16 05:44:38,2026-01-18 23:05:28
10568,3057,,47.0,7670.0,e8d79f0f-4740-4f17-b489-3bc0b9f1818e,Event Registration,2000,DOP,Paid,Check,2026,2026-02-05 05:44:38,2026-02-12 14:59:09
10569,2341,,47.0,7671.0,4d3fe85b-2a81-492d-b666-c39b0318f557,Event Registration,2000,DOP,Paid,Credit Card,2026,2026-02-07 05:44:38,2026-02-07 15:08:17
10570,1576,,47.0,7672.0,1c50bf4e-2951-4423-a44d-e797c75c7930,Event Registration,1500,DOP,Paid,Online Payment,2026,2026-01-29 05:44:38,2026-02-21 14:14:42
10571,1724,,47.0,7675.0,417f8a0d-b39f-4d4b-be63-15356c58930f,Event Registration,1000,DOP,Paid,Check,2026,2026-02-24 05:44:38,2026-02-26 05:44:38
10572,2294,,48.0,7707.0,b3a55694-3319-4a78-9a67-9427be2f0bbe,Event Registration,2000,DOP,Paid,Bank Transfer,2025,2025-08-18 18:52:50,2025-09-18 10:38:01
10573,2877,,48.0,7708.0,48a03477-adf9-48d3-9f4b-773c22c3b03a,Event Registration,1500,DOP,Paid,Cash,2025,2025-09-11 18:52:50,2025-09-20 11:33:27
10574,2969,,48.0,7710.0,b0f154dd-4972-4da2-bf7c-461fb8b193fc,Event Registration,500,DOP,Paid,Cash,2025,2025-08-17 18:52:50,2025-09-14 09:41:48
10575,2063,,48.0,7711.0,4e60c7f1-1eb7-4dd4-a219-c81ca27b1dea,Event Registration,1000,DOP,Paid,Bank Transfer,2025,2025-09-03 18:52:50,2025-09-04 11:00:13
10576,1492,,48.0,7712.0,042db109-0360-4269-9857-7ee8662bf8f1,Event Registration,1500,DOP,Paid,Check,2025,2025-08-21 18:52:50,2025-09-14 04:40:57
10577,544,,48.0,7713.0,310fe87c-8381-44f0-927b-50ab48b7c7ad,Event Registration,2000,DOP,Paid,Credit Card,2025,2025-09-09 18:52:50,2025-09-18 12:45:39
10578,2995,,48.0,7714.0,0afbabe1-9ef3-4858-b1c0-5fdb50bd4a32,Event Registration,1000,DOP,Paid,Cash,2025,2025-08-10 18:52:50,2025-08-19 03:01:36
10579,2244,,48.0,7715.0,d7c0f091-5598-4136-8d82-e907d62e1e2b,Event Registration,2000,DOP,Paid,Check,2025,2025-08-31 18:52:50,2025-09-19 13:29:51
10580,1519,,48.0,7717.0,9e3f04c7-c3af-4630-99a9-74c08090c133,Event Registration,750,DOP,Paid,Credit Card,2025,2025-09-01 18:52:50,2025-09-07 05:57:29
10581,1906,,48.0,7718.0,6c26e41d-3120-4a96-8f80-1572f4e5496e,Event Registration,750,DOP,Paid,Cash,2025,2025-08-24 18:52:50,2025-09-04 11:17:09
10582,2209,,48.0,7719.0,4af6bd7f-c37b-4fc1-9357-1b705da017d3,Event Registration,750,DOP,Paid,Online Payment,2025,2025-08-22 18:52:50,2025-09-08 06:38:18
10583,716,,48.0,7720.0,529b58e6-0eac-4df1-94cd-36a9667b8d51,Event Registration,2000,DOP,Paid,Check,2025,2025-08-26 18:52:50,2025-09-04 05:46:26
10584,233,,48.0,7722.0,89743e05-15ea-4f98-aa86-067a986a0c91,Event Registration,1000,DOP,Paid,Cash,2025,2025-08-31 18:52:50,2025-09-21 03:03:04
10585,837,,48.0,7723.0,69a93591-7b34-4f79-ba16-1b35e81b6224,Event Registration,500,DOP,Paid,Check,2025,2025-09-06 18:52:50,2025-09-11 07:14:59
10586,144,,48.0,7725.0,75107ab3-9e93-492e-b45a-738f5a7a1545,Event Registration,750,DOP,Paid,Cash,2025,2025-08-12 18:52:50,2025-09-04 03:59:11
10587,795,,48.0,7726.0,094f4ef4-087d-46ca-8072-3d34939fcfed,Event Registration,2000,DOP,Paid,Online Payment,2025,2025-08-22 18:52:50,2025-09-13 08:23:26
10588,2801,,48.0,7727.0,89f5e9ad-fd91-4cb9-b575-b8d752206aea,Event Registration,2000,DOP,Paid,Check,2025,2025-09-02 18:52:50,2025-09-21 13:02:58
10589,254,,48.0,7728.0,175b61b1-416a-40d7-83fe-d61e37752fe1,Event Registration,1000,DOP,Paid,Credit Card,2025,2025-08-09 18:52:50,2025-08-12 03:09:12
10590,2239,,48.0,7729.0,7f78dd6a-0ca8-46df-8afd-0ea3045bdb48,Event Registration,500,DOP,Paid,Online Payment,2025,2025-08-21 18:52:50,2025-08-30 04:34:45
10591,1931,,48.0,7730.0,e6db4e5d-f7f2-4986-892f-95125ba0e50a,Event Registration,500,DOP,Paid,Check,2025,2025-09-02 18:52:50,2025-09-08 05:23:07
10592,2503,,48.0,7734.0,a86a7ac1-0f15-41c2-94f7-8014972352e9,Event Registration,1500,DOP,Paid,Check,2025,2025-09-11 18:52:50,2025-09-18 11:47:48
10593,2829,,48.0,7735.0,ffbb2c0f-362f-4786-b539-dca0eeea8ac8,Event Registration,1500,DOP,Paid,Bank Transfer,2025,2025-09-17 18:52:50,2025-09-21 10:17:25
10594,3206,,48.0,7737.0,f65bf99c-e723-4979-85bb-176052cd7f93,Event Registration,1500,DOP,Paid,Cash,2025,2025-08-15 18:52:50,2025-08-24 09:33:27
10595,172,,48.0,7740.0,e92738ed-35a0-41ab-9cbd-175f5f561946,Event Registration,1000,DOP,Paid,Bank Transfer,2025,2025-08-20 18:52:50,2025-09-16 03:41:11
10596,553,,48.0,7742.0,0990db06-4676-409d-ba24-3a226e07db80,Event Registration,500,DOP,Paid,Online Payment,2025,2025-09-05 18:52:50,2025-09-15 09:41:56
10597,1490,,48.0,7745.0,9b8c9417-b2ce-43b7-b9ab-9dc5203382d9,Event Registration,1000,DOP,Paid,Bank Transfer,2025,2025-08-23 18:52:50,2025-09-17 12:37:41
10598,1182,,48.0,7747.0,f7f9e2b1-2cdd-4e4d-8c5f-eadae3d91ce2,Event Registration,750,DOP,Paid,Check,2025,2025-08-23 18:52:50,2025-09-13 11:18:09
10599,420,,48.0,7749.0,d1693d82-b03c-474d-a636-c4dbba61c1bf,Event Registration,2000,DOP,Paid,Credit Card,2025,2025-09-04 18:52:50,2025-09-16 09:53:50
10600,359,,48.0,7752.0,8f99a7c5-ad7a-45a0-aa4f-08bb0b2875b4,Event Registration,750,DOP,Paid,Check,2025,2025-09-04 18:52:50,2025-09-21 18:52:50
10601,1102,,48.0,7754.0,00a90fa8-5241-4559-95f0-b34f5525e32b,Event Registration,500,DOP,Paid,Bank Transfer,2025,2025-09-03 18:52:50,2025-09-16 12:40:04
10602,1304,,48.0,7755.0,ca83f6d5-fd95-4e8b-b0f2-b53ff16b83b6,Event Registration,750,DOP,Paid,Cash,2025,2025-08-08 18:52:50,2025-08-10 05:14:53
10603,457,,48.0,7756.0,c1ddb7f2-cac5-434e-a518-8702198153ad,Event Registration,2000,DOP,Paid,Online Payment,2025,2025-09-07 18:52:50,2025-09-13 06:24:42
10604,1878,,48.0,7758.0,5c20df07-18c7-4b92-961c-3cccb2b863d5,Event Registration,1500,DOP,Paid,Credit Card,2025,2025-08-26 18:52:50,2025-09-12 09:35:51
10605,3122,,48.0,7759.0,5b565144-92c7-4c37-a911-b316563f277e,Event Registration,750,DOP,Paid,Cash,2025,2025-09-14 18:52:50,2025-09-17 09:24:37
10606,974,,48.0,7760.0,e9c61ca0-d859-4e90-9d3d-3f52931e53f4,Event Registration,1000,DOP,Paid,Bank Transfer,2025,2025-08-16 18:52:50,2025-09-05 05:52:17
10607,2301,,48.0,7762.0,c67d1be1-920d-4cc1-9e4d-ec8abd956748,Event Registration,1500,DOP,Paid,Online Payment,2025,2025-08-08 18:52:50,2025-08-14 08:33:00
10608,2461,,48.0,7763.0,11f2a2df-449b-4580-a9bb-0bf92c40622e,Event Registration,2000,DOP,Paid,Online Payment,2025,2025-08-07 18:52:50,2025-08-28 13:41:40
10609,3097,,48.0,7765.0,1c784589-707e-4ce9-b1cb-09dc9b8adb83,Event Registration,2000,DOP,Paid,Cash,2025,2025-09-19 18:52:50,2025-09-20 08:40:19
10610,1752,,48.0,7766.0,529964e7-568b-4e87-a434-3bb76ef1aad7,Event Registration,2000,DOP,Paid,Cash,2025,2025-08-08 18:52:50,2025-09-13 03:14:08
10611,2578,,48.0,7767.0,610b4a8d-377a-45c8-8d38-2aa7e8c60d04,Event Registration,500,DOP,Paid,Check,2025,2025-08-20 18:52:50,2025-09-20 03:50:51
10612,34,,48.0,7768.0,8bbef839-1e3a-48b4-8bcb-3b12cf640926,Event Registration,1000,DOP,Paid,Credit Card,2025,2025-08-20 18:52:50,2025-08-23 05:34:20
10613,1373,,48.0,7769.0,786bceee-a559-4b25-9bf2-e08716152ab1,Event Registration,1500,DOP,Paid,Credit Card,2025,2025-09-17 18:52:50,2025-09-19 08:49:02
10614,474,,48.0,7772.0,213ce169-3462-4de1-8012-e1e1c4631d0b,Event Registration,1500,DOP,Paid,Credit Card,2025,2025-09-11 18:52:50,2025-09-12 08:58:34
10615,65,,48.0,7773.0,3fb5ffb1-abab-4341-8b52-a6218c457fac,Event Registration,750,DOP,Paid,Online Payment,2025,2025-08-29 18:52:50,2025-09-09 10:34:43
10616,941,,48.0,7774.0,337ad455-5aea-4745-b1a1-6b6426b1e5f0,Event Registration,1000,DOP,Paid,Credit Card,2025,2025-09-18 18:52:50,2025-09-21 18:52:50
10617,387,,48.0,7775.0,12200b58-659c-4403-b324-0f9d898c2b21,Event Registration,500,DOP,Paid,Bank Transfer,2025,2025-08-12 18:52:50,2025-09-08 13:04:16
10618,3095,,48.0,7776.0,f9afe2fb-447b-443f-8975-38aee05cb1da,Event Registration,750,DOP,Paid,Cash,2025,2025-09-03 18:52:50,2025-09-21 18:52:50
10619,306,,48.0,7777.0,9f50d468-b570-4f48-b206-b888d396687b,Event Registration,750,DOP,Paid,Online Payment,2025,2025-09-15 18:52:50,2025-09-21 13:25:16
10620,916,,48.0,7778.0,27f395e4-945d-49a4-b841-19201f018aad,Event Registration,2000,DOP,Paid,Bank Transfer,2025,2025-09-09 18:52:50,2025-09-11 03:24:32
10621,3167,,48.0,7779.0,6b1d9200-a781-4ac1-9212-9c91d2be6547,Event Registration,2000,DOP,Paid,Cash,2025,2025-08-17 18:52:50,2025-09-07 10:52:35
10622,3166,,48.0,7780.0,d598a991-4fc1-4b45-92c1-10ca5682a8ec,Event Registration,1500,DOP,Paid,Bank Transfer,2025,2025-09-20 18:52:50,2025-09-21 18:52:50
10623,753,,48.0,7781.0,1ee355b7-8ba0-462a-bcb2-00f8dbf3d432,Event Registration,2000,DOP,Paid,Bank Transfer,2025,2025-09-03 18:52:50,2025-09-17 08:41:21
10624,2881,,48.0,7783.0,dd485005-1979-474a-902d-c716dfec9ab2,Event Registration,1500,DOP,Paid,Check,2025,2025-08-30 18:52:50,2025-09-03 07:32:32
10625,1712,,48.0,7785.0,e5c31d2e-4b54-48ab-9c0d-963ff2c065e4,Event Registration,1000,DOP,Paid,Online Payment,2025,2025-09-14 18:52:50,2025-09-17 10:06:08
10626,2005,,48.0,7789.0,7fa76b97-8d93-47e1-a88e-3351fc6200de,Event Registration,750,DOP,Paid,Cash,2025,2025-09-12 18:52:50,2025-09-17 13:40:41
10627,2638,,48.0,7790.0,1d91c6cf-611f-4939-ad80-303df3498e63,Event Registration,1500,DOP,Paid,Check,2025,2025-08-30 18:52:50,2025-09-20 11:20:10
10628,2871,,48.0,7791.0,7a6c3062-3c0b-4e03-be5e-1f111e436cce,Event Registration,750,DOP,Paid,Credit Card,2025,2025-09-14 18:52:50,2025-09-20 11:59:26
10629,1590,,48.0,7792.0,5ff8c2d7-1f42-4c8c-ac4a-2e2c03b52e86,Event Registration,1500,DOP,Paid,Credit Card,2025,2025-08-17 18:52:50,2025-09-11 10:20:59
10630,782,,48.0,7793.0,c395c9a1-d52a-454b-8b89-1485357fa016,Event Registration,750,DOP,Paid,Check,2025,2025-08-21 18:52:50,2025-09-10 12:14:25
10631,150,,48.0,7795.0,0aa4effe-599f-4a98-81e6-88dce291c247,Event Registration,1500,DOP,Paid,Online Payment,2025,2025-08-21 18:52:50,2025-09-01 05:07:57
10632,1147,,48.0,7796.0,53653a8a-5cce-4193-b440-2eeddd656c9c,Event Registration,2000,DOP,Paid,Cash,2025,2025-08-22 18:52:50,2025-08-27 09:54:52
10633,239,,48.0,7797.0,65b3a498-994d-4a9e-9583-9831a0876bee,Event Registration,750,DOP,Paid,Bank Transfer,2025,2025-08-20 18:52:50,2025-08-30 04:04:06
10634,2547,,48.0,7800.0,16879c67-3941-4658-b61c-22d4ed4bd0fa,Event Registration,1500,DOP,Paid,Cash,2025,2025-09-06 18:52:50,2025-09-11 06:10:28
10635,2000,,49.0,7802.0,26dd845b-1b75-414f-aa08-567732e6af58,Event Registration,2000,DOP,Paid,Cash,2023,2023-06-14 01:29:29,2023-07-02 12:25:22
10636,1313,,49.0,7809.0,dca39ed1-cda6-4735-b3f1-a9d61e02a17a,Event Registration,1500,DOP,Paid,Cash,2023,2023-07-15 01:29:29,2023-07-20 10:21:36
10637,1095,,49.0,7810.0,f862ccad-1312-4fe5-8747-45ddcefb8ff2,Event Registration,1500,DOP,Paid,Bank Transfer,2023,2023-06-14 01:29:29,2023-07-02 11:38:26
10638,874,,49.0,7813.0,2f45a700-dbeb-4863-a5c5-aed0b8f0d38f,Event Registration,1000,DOP,Paid,Cash,2023,2023-07-16 01:29:29,2023-07-24 17:50:15
10639,132,,49.0,7815.0,b55b3988-4151-4349-b2a7-d6a84f706a44,Event Registration,1500,DOP,Paid,Online Payment,2023,2023-07-17 01:29:29,2023-07-19 19:40:15
10640,161,,49.0,7821.0,b277adc0-612b-42ab-a195-9292aa97162e,Event Registration,2000,DOP,Paid,Check,2023,2023-06-30 01:29:29,2023-07-13 09:29:37
10641,131,,49.0,7825.0,9aca37bc-d402-4da4-a0cd-9d936362b8b2,Event Registration,1000,DOP,Paid,Credit Card,2023,2023-06-15 01:29:29,2023-07-11 18:05:32
10642,875,,49.0,7826.0,ec0d6896-338a-457e-b5c3-9a871c7b73e7,Event Registration,1000,DOP,Paid,Bank Transfer,2023,2023-06-18 01:29:29,2023-06-18 15:08:22
10643,1691,,49.0,7835.0,f9102e2c-608c-4061-8e32-1985b1c8c10b,Event Registration,500,DOP,Paid,Check,2023,2023-07-04 01:29:29,2023-07-05 18:29:43
10644,2254,,49.0,7837.0,3a1c2486-55a9-4753-9409-740b2da7563b,Event Registration,750,DOP,Paid,Check,2023,2023-06-16 01:29:29,2023-07-21 13:52:56
10645,1051,,49.0,7845.0,dc2c82ce-f450-4c6d-86a6-db6697ac567f,Event Registration,1500,DOP,Paid,Check,2023,2023-06-12 01:29:29,2023-06-29 17:48:56
10646,465,,49.0,7849.0,624f699c-c357-4f24-83b4-1c044203b812,Event Registration,1500,DOP,Paid,Check,2023,2023-07-14 01:29:29,2023-07-26 01:29:29
10647,1732,,49.0,7851.0,f27409ef-d6ee-4310-93ae-642b0090f561,Event Registration,1500,DOP,Paid,Online Payment,2023,2023-07-14 01:29:29,2023-07-18 16:59:00
10648,9,,49.0,7853.0,1ce3cb65-ba53-4b23-ab49-85c94a9bf1b7,Event Registration,750,DOP,Paid,Online Payment,2023,2023-07-18 01:29:29,2023-07-21 13:29:31
10649,2810,,49.0,7855.0,57dc96c1-0265-4521-a191-1eb7b20f98a2,Event Registration,500,DOP,Paid,Bank Transfer,2023,2023-06-28 01:29:29,2023-07-12 17:53:15
10650,2742,,49.0,7856.0,46750fec-8d9f-48a3-bc42-a87cb7f96710,Event Registration,750,DOP,Paid,Online Payment,2023,2023-06-18 01:29:29,2023-07-20 15:37:13
10651,2316,,49.0,7858.0,41fe4fb8-4808-4240-8ed1-be4c98914bb4,Event Registration,2000,DOP,Paid,Bank Transfer,2023,2023-07-06 01:29:29,2023-07-09 10:31:00
10652,1658,,49.0,7863.0,38490eaf-5f4d-4f5e-b3a5-e2fbef1adcfb,Event Registration,1500,DOP,Paid,Bank Transfer,2023,2023-07-19 01:29:29,2023-07-20 12:37:42
10653,352,,49.0,7869.0,e8536a2e-6cf8-4ebf-b339-2fc49e7c0a96,Event Registration,750,DOP,Paid,Cash,2023,2023-07-24 01:29:29,2023-07-26 01:29:29
10654,2442,,49.0,7871.0,4bd5b092-7ac2-4a1b-8720-d14c0fc8c060,Event Registration,750,DOP,Paid,Online Payment,2023,2023-06-17 01:29:29,2023-06-19 11:03:40
10655,2725,,49.0,7887.0,33bb6ccf-ebe2-4d0d-9be8-e4da840638cf,Event Registration,2000,DOP,Paid,Check,2023,2023-06-23 01:29:29,2023-06-24 17:55:54
10656,8,,49.0,7888.0,5e95aa5c-3058-44c5-af6b-c6cdd9ae8a42,Event Registration,1000,DOP,Paid,Cash,2023,2023-06-29 01:29:29,2023-06-30 14:48:39
10657,994,,49.0,7890.0,b1a6e108-f5f0-4d95-b60b-8d343c4e0538,Event Registration,750,DOP,Paid,Bank Transfer,2023,2023-07-02 01:29:29,2023-07-22 16:17:59
10658,3034,,49.0,7893.0,e893a587-6dba-4e09-b3c1-64703e9ba46e,Event Registration,1000,DOP,Paid,Check,2023,2023-07-25 01:29:29,2023-07-25 17:55:39
10659,204,,49.0,7895.0,defba82f-1021-432f-867b-40459f34430c,Event Registration,1000,DOP,Paid,Online Payment,2023,2023-06-14 01:29:29,2023-07-20 14:59:47
10660,2846,,49.0,7900.0,805c9b31-1c6e-4488-99a2-f7fe716f1405,Event Registration,750,DOP,Paid,Credit Card,2023,2023-06-11 01:29:29,2023-06-22 18:39:58
10661,584,,49.0,7901.0,72c7a0a7-00d2-4886-ac73-77df07864ee9,Event Registration,1500,DOP,Paid,Online Payment,2023,2023-07-04 01:29:29,2023-07-16 20:09:39
10662,1974,,49.0,7904.0,5e15d0be-62f3-4a1a-998e-e101a9c6ec4f,Event Registration,1500,DOP,Paid,Online Payment,2023,2023-07-11 01:29:29,2023-07-24 13:12:38
10663,1908,,49.0,7909.0,f566e9e9-560a-4a6c-a457-4ff98908fe6a,Event Registration,500,DOP,Paid,Check,2023,2023-07-23 01:29:29,2023-07-26 01:29:29
10664,2190,,49.0,7911.0,bcea2fb4-82ba-4ea6-82cb-006c53f26ca3,Event Registration,500,DOP,Paid,Bank Transfer,2023,2023-07-17 01:29:29,2023-07-17 09:59:51
10665,1754,,49.0,7912.0,8eff12c0-6d00-4df6-819a-99cb3d1f4ffb,Event Registration,500,DOP,Paid,Check,2023,2023-07-03 01:29:29,2023-07-23 12:37:41
10666,2198,,50.0,7917.0,e854bd94-e8a6-48d6-b877-0779befc8c3e,Event Registration,2000,DOP,Paid,Cash,2023,2023-11-12 23:32:23,2023-11-22 14:41:25
10667,2627,,50.0,7919.0,16958f3d-602e-49a9-8f2c-d641dbc8e835,Event Registration,2000,DOP,Paid,Online Payment,2023,2023-12-01 23:32:23,2023-12-07 23:32:23
10668,245,,50.0,7921.0,ff9bc071-e44e-404b-b2df-8c132411ade8,Event Registration,1500,DOP,Paid,Credit Card,2023,2023-11-01 23:32:23,2023-11-21 10:31:58
10669,853,,50.0,7922.0,856c1f82-c46c-4d2c-9722-24eeae0730ca,Event Registration,1500,DOP,Paid,Bank Transfer,2023,2023-10-26 23:32:23,2023-10-28 17:18:23
10670,1222,,50.0,7923.0,ec298eb4-008b-48a5-9c1a-5e357c8a3888,Event Registration,1000,DOP,Paid,Bank Transfer,2023,2023-11-16 23:32:23,2023-11-27 15:56:45
10671,1723,,50.0,7926.0,cfdfc159-7ab2-4c32-8129-0085568bf54a,Event Registration,750,DOP,Paid,Check,2023,2023-10-27 23:32:23,2023-12-04 07:52:42
10672,1416,,50.0,7929.0,bcd631a0-b3d3-4385-8aba-bfee34aac887,Event Registration,750,DOP,Paid,Bank Transfer,2023,2023-11-03 23:32:23,2023-12-05 08:38:27
10673,2799,,50.0,7934.0,dda04e48-7b32-4b2f-8fd4-82dc98acd67f,Event Registration,1000,DOP,Paid,Bank Transfer,2023,2023-10-25 23:32:23,2023-12-07 11:18:11
10674,3168,,50.0,7936.0,f4aa13b1-4008-4bcb-90cc-941e2097358e,Event Registration,750,DOP,Paid,Online Payment,2023,2023-12-02 23:32:23,2023-12-04 15:45:01
10675,975,,50.0,7938.0,50528066-8762-4fae-ac3e-9bb3aec8705e,Event Registration,750,DOP,Paid,Bank Transfer,2023,2023-11-03 23:32:23,2023-11-12 09:39:38
10676,1485,,50.0,7942.0,3f922d40-cb88-4bfe-ba70-c81162e8e525,Event Registration,2000,DOP,Paid,Cash,2023,2023-11-06 23:32:23,2023-11-09 16:27:04
