application_status_history_id,application_id,status,status_start_at,status_end_at,changed_by
14677,4256,Submitted,2022-01-12 20:35:36,2022-01-20 20:35:36,membership_officer
14678,4256,Under Review,2022-01-20 20:35:36,2022-01-23 20:35:36,system
14679,4256,Pending Payment,2022-01-23 20:35:36,2022-02-13 20:35:36,review_committee
14680,4256,Approved,2022-02-13 20:35:36,,review_committee
14681,4257,Submitted,2022-08-16 13:07:24,2022-09-01 13:07:24,system
14682,4257,Under Review,2022-09-01 13:07:24,2022-09-05 13:07:24,system
14683,4257,Pending Payment,2022-09-05 13:07:24,2022-09-16 13:07:24,membership_officer
14684,4257,Approved,2022-09-16 13:07:24,,system
14685,4258,Submitted,2022-12-13 04:06:09,,system
14686,4259,Submitted,2025-12-16 12:14:30,2025-12-17 12:14:30,review_committee
14687,4259,Under Review,2025-12-17 12:14:30,2025-12-28 12:14:30,system
14688,4259,Rejected,2025-12-28 12:14:30,,system
14689,4260,Submitted,2024-03-15 23:02:19,2024-03-20 23:02:19,system
14690,4260,Under Review,2024-03-20 23:02:19,2024-03-22 23:02:19,system
14691,4260,Pending Payment,2024-03-22 23:02:19,2024-04-03 23:02:19,membership_officer
14692,4260,Approved,2024-04-03 23:02:19,,review_committee
14693,4261,Submitted,2024-03-06 16:34:07,2024-03-23 16:34:07,system
14694,4261,Under Review,2024-03-23 16:34:07,2024-04-15 16:34:07,review_committee
14695,4261,Rejected,2024-04-15 16:34:07,,system
14696,4262,Submitted,2022-03-24 16:14:18,,review_committee
14697,4263,Submitted,2024-11-27 13:35:32,2024-12-10 13:35:32,membership_officer
14698,4263,Under Review,2024-12-10 13:35:32,2024-12-25 13:35:32,review_committee
14699,4263,Rejected,2024-12-25 13:35:32,,review_committee
14700,4264,Submitted,2023-09-09 05:49:34,2023-10-06 05:49:34,membership_officer
14701,4264,Under Review,2023-10-06 05:49:34,,system
14702,4265,Submitted,2025-10-25 00:19:59,2025-10-26 00:19:59,review_committee
14703,4265,Under Review,2025-10-26 00:19:59,2025-11-08 00:19:59,system
14704,4265,Pending Payment,2025-11-08 00:19:59,2025-11-21 00:19:59,review_committee
14705,4265,Approved,2025-11-21 00:19:59,,review_committee
14706,4266,Submitted,2024-08-24 17:20:22,2024-09-15 17:20:22,system
14707,4266,Under Review,2024-09-15 17:20:22,2024-10-01 17:20:22,membership_officer
14708,4266,Pending Payment,2024-10-01 17:20:22,2024-10-16 17:20:22,membership_officer
14709,4266,Approved,2024-10-16 17:20:22,,review_committee
14710,4267,Submitted,2022-10-13 19:48:08,2022-11-10 19:48:08,system
14711,4267,Under Review,2022-11-10 19:48:08,2022-11-26 19:48:08,system
14712,4267,Pending Payment,2022-11-26 19:48:08,2022-12-04 19:48:08,review_committee
14713,4267,Approved,2022-12-04 19:48:08,,system
14714,4268,Submitted,2022-08-17 19:31:46,2022-09-10 19:31:46,membership_officer
14715,4268,Under Review,2022-09-10 19:31:46,,review_committee
14716,4269,Submitted,2025-06-26 07:31:19,2025-07-10 07:31:19,membership_officer
14717,4269,Under Review,2025-07-10 07:31:19,2025-07-24 07:31:19,review_committee
14718,4269,Pending Payment,2025-07-24 07:31:19,2025-08-10 07:31:19,system
14719,4269,Approved,2025-08-10 07:31:19,,review_committee
14720,4270,Submitted,2026-05-13 10:37:15,2026-06-03 10:37:15,membership_officer
14721,4270,Under Review,2026-06-03 10:37:15,2026-06-10 10:37:15,review_committee
14722,4270,Pending Payment,2026-06-10 10:37:15,2026-06-12 10:37:15,membership_officer
14723,4270,Approved,2026-06-12 10:37:15,,review_committee
14724,4271,Submitted,2023-01-29 10:53:42,2023-01-30 10:53:42,membership_officer
14725,4271,Under Review,2023-01-30 10:53:42,2023-02-16 10:53:42,system
14726,4271,Pending Payment,2023-02-16 10:53:42,2023-02-26 10:53:42,membership_officer
14727,4271,Approved,2023-02-26 10:53:42,,review_committee
14728,4272,Submitted,2024-02-03 10:04:00,2024-02-11 10:04:00,review_committee
14729,4272,Under Review,2024-02-11 10:04:00,2024-03-11 10:04:00,review_committee
14730,4272,Pending Payment,2024-03-11 10:04:00,2024-03-28 10:04:00,review_committee
14731,4272,Approved,2024-03-28 10:04:00,,membership_officer
14732,4273,Submitted,2021-11-12 00:39:51,2021-12-08 00:39:51,review_committee
14733,4273,Under Review,2021-12-08 00:39:51,2021-12-09 00:39:51,review_committee
14734,4273,Pending Payment,2021-12-09 00:39:51,2021-12-23 00:39:51,system
14735,4273,Approved,2021-12-23 00:39:51,,review_committee
14736,4274,Submitted,2023-12-20 09:32:40,2023-12-21 09:32:40,system
14737,4274,Withdrawn,2023-12-21 09:32:40,,review_committee
14738,4275,Submitted,2025-05-09 13:40:09,2025-05-19 13:40:09,membership_officer
14739,4275,Under Review,2025-05-19 13:40:09,2025-05-20 13:40:09,system
14740,4275,Pending Payment,2025-05-20 13:40:09,2025-05-21 13:40:09,membership_officer
14741,4275,Approved,2025-05-21 13:40:09,,system
14742,4276,Submitted,2022-07-27 15:31:59,2022-07-30 15:31:59,membership_officer
14743,4276,Under Review,2022-07-30 15:31:59,2022-08-27 15:31:59,membership_officer
14744,4276,Pending Payment,2022-08-27 15:31:59,2022-09-06 15:31:59,review_committee
14745,4276,Approved,2022-09-06 15:31:59,,membership_officer
14746,4277,Submitted,2025-08-22 21:54:30,2025-09-17 21:54:30,system
14747,4277,Under Review,2025-09-17 21:54:30,2025-09-21 21:54:30,review_committee
14748,4277,Pending Payment,2025-09-21 21:54:30,2025-09-28 21:54:30,membership_officer
14749,4277,Approved,2025-09-28 21:54:30,,system
14750,4278,Submitted,2025-03-16 22:37:30,2025-04-14 22:37:30,review_committee
14751,4278,Under Review,2025-04-14 22:37:30,2025-04-25 22:37:30,system
14752,4278,Rejected,2025-04-25 22:37:30,,membership_officer
14753,4279,Submitted,2022-02-17 19:23:38,2022-03-12 19:23:38,membership_officer
14754,4279,Under Review,2022-03-12 19:23:38,2022-03-28 19:23:38,membership_officer
14755,4279,Rejected,2022-03-28 19:23:38,,review_committee
14756,4280,Submitted,2022-11-06 15:47:28,2022-11-15 15:47:28,review_committee
14757,4280,Withdrawn,2022-11-15 15:47:28,,membership_officer
14758,4281,Submitted,2022-06-23 11:45:07,2022-07-19 11:45:07,membership_officer
14759,4281,Under Review,2022-07-19 11:45:07,2022-07-29 11:45:07,review_committee
14760,4281,Pending Payment,2022-07-29 11:45:07,,review_committee
14761,4282,Submitted,2022-03-14 18:43:59,2022-03-19 18:43:59,review_committee
14762,4282,Under Review,2022-03-19 18:43:59,2022-04-12 18:43:59,review_committee
14763,4282,Pending Payment,2022-04-12 18:43:59,2022-04-29 18:43:59,system
14764,4282,Approved,2022-04-29 18:43:59,,membership_officer
14765,4283,Submitted,2021-09-28 09:39:04,2021-10-17 09:39:04,membership_officer
14766,4283,Under Review,2021-10-17 09:39:04,2021-10-29 09:39:04,review_committee
14767,4283,Pending Payment,2021-10-29 09:39:04,2021-11-03 09:39:04,membership_officer
14768,4283,Approved,2021-11-03 09:39:04,,system
14769,4284,Submitted,2022-05-23 12:39:16,2022-06-03 12:39:16,membership_officer
14770,4284,Under Review,2022-06-03 12:39:16,2022-06-28 12:39:16,system
14771,4284,Pending Payment,2022-06-28 12:39:16,2022-07-01 12:39:16,membership_officer
14772,4284,Approved,2022-07-01 12:39:16,,system
14773,4285,Submitted,2026-04-27 05:48:18,2026-04-29 05:48:18,system
14774,4285,Under Review,2026-04-29 05:48:18,2026-05-04 05:48:18,membership_officer
14775,4285,Pending Payment,2026-05-04 05:48:18,2026-05-06 05:48:18,review_committee
14776,4285,Approved,2026-05-06 05:48:18,,review_committee
14777,4286,Submitted,2021-10-05 16:39:55,2021-10-25 16:39:55,review_committee
14778,4286,Under Review,2021-10-25 16:39:55,2021-10-29 16:39:55,review_committee
14779,4286,Pending Payment,2021-10-29 16:39:55,2021-11-27 16:39:55,system
14780,4286,Approved,2021-11-27 16:39:55,,review_committee
14781,4287,Submitted,2025-04-17 08:01:36,2025-04-29 08:01:36,system
14782,4287,Under Review,2025-04-29 08:01:36,2025-05-26 08:01:36,review_committee
14783,4287,Pending Payment,2025-05-26 08:01:36,2025-06-11 08:01:36,system
14784,4287,Approved,2025-06-11 08:01:36,,membership_officer
14785,4288,Submitted,2025-01-21 15:23:03,2025-02-14 15:23:03,membership_officer
14786,4288,Under Review,2025-02-14 15:23:03,2025-02-15 15:23:03,review_committee
14787,4288,Pending Payment,2025-02-15 15:23:03,2025-03-12 15:23:03,review_committee
14788,4288,Approved,2025-03-12 15:23:03,,review_committee
14789,4289,Submitted,2022-02-12 08:40:12,2022-02-19 08:40:12,review_committee
14790,4289,Under Review,2022-02-19 08:40:12,2022-02-27 08:40:12,system
14791,4289,Pending Payment,2022-02-27 08:40:12,2022-03-07 08:40:12,system
14792,4289,Approved,2022-03-07 08:40:12,,system
14793,4290,Submitted,2024-06-05 09:14:57,2024-06-30 09:14:57,system
14794,4290,Under Review,2024-06-30 09:14:57,2024-07-05 09:14:57,review_committee
14795,4290,Pending Payment,2024-07-05 09:14:57,2024-08-02 09:14:57,review_committee
14796,4290,Approved,2024-08-02 09:14:57,,membership_officer
14797,4291,Submitted,2021-10-15 03:34:04,2021-11-04 03:34:04,review_committee
14798,4291,Under Review,2021-11-04 03:34:04,2021-11-23 03:34:04,system
14799,4291,Pending Payment,2021-11-23 03:34:04,2021-12-06 03:34:04,membership_officer
14800,4291,Approved,2021-12-06 03:34:04,,review_committee
14801,4292,Submitted,2025-10-06 01:47:31,2025-10-22 01:47:31,membership_officer
14802,4292,Under Review,2025-10-22 01:47:31,2025-11-15 01:47:31,system
14803,4292,Pending Payment,2025-11-15 01:47:31,2025-11-24 01:47:31,system
14804,4292,Approved,2025-11-24 01:47:31,,system
14805,4293,Submitted,2021-09-30 11:03:11,2021-10-01 11:03:11,review_committee
14806,4293,Under Review,2021-10-01 11:03:11,2021-10-17 11:03:11,system
14807,4293,Rejected,2021-10-17 11:03:11,,review_committee
14808,4294,Submitted,2023-11-03 14:16:53,2023-11-05 14:16:53,membership_officer
14809,4294,Under Review,2023-11-05 14:16:53,2023-11-21 14:16:53,system
14810,4294,Rejected,2023-11-21 14:16:53,,system
14811,4295,Submitted,2024-11-26 21:22:27,2024-12-23 21:22:27,system
14812,4295,Under Review,2024-12-23 21:22:27,2024-12-27 21:22:27,review_committee
14813,4295,Pending Payment,2024-12-27 21:22:27,2025-01-21 21:22:27,system
14814,4295,Approved,2025-01-21 21:22:27,,membership_officer
14815,4296,Submitted,2023-11-10 14:33:50,,review_committee
14816,4297,Submitted,2025-12-02 11:50:56,2025-12-11 11:50:56,review_committee
14817,4297,Under Review,2025-12-11 11:50:56,2026-01-05 11:50:56,review_committee
14818,4297,Pending Payment,2026-01-05 11:50:56,2026-01-16 11:50:56,system
14819,4297,Approved,2026-01-16 11:50:56,,system
14820,4298,Submitted,2025-09-18 03:31:22,2025-10-10 03:31:22,system
14821,4298,Withdrawn,2025-10-10 03:31:22,,system
14822,4299,Submitted,2021-08-12 22:56:31,2021-08-25 22:56:31,membership_officer
14823,4299,Under Review,2021-08-25 22:56:31,2021-09-06 22:56:31,review_committee
14824,4299,Pending Payment,2021-09-06 22:56:31,2021-09-18 22:56:31,review_committee
14825,4299,Approved,2021-09-18 22:56:31,,membership_officer
14826,4300,Submitted,2023-07-17 17:11:16,2023-07-30 17:11:16,system
14827,4300,Under Review,2023-07-30 17:11:16,2023-08-06 17:11:16,system
14828,4300,Pending Payment,2023-08-06 17:11:16,2023-08-22 17:11:16,system
14829,4300,Approved,2023-08-22 17:11:16,,review_committee
14830,4301,Submitted,2023-12-24 22:32:19,2024-01-13 22:32:19,membership_officer
14831,4301,Under Review,2024-01-13 22:32:19,2024-01-25 22:32:19,membership_officer
14832,4301,Pending Payment,2024-01-25 22:32:19,2024-02-13 22:32:19,review_committee
14833,4301,Approved,2024-02-13 22:32:19,,membership_officer
14834,4302,Submitted,2024-09-06 02:28:32,2024-10-06 02:28:32,review_committee
14835,4302,Under Review,2024-10-06 02:28:32,2024-11-05 02:28:32,review_committee
14836,4302,Pending Payment,2024-11-05 02:28:32,2024-11-28 02:28:32,system
14837,4302,Approved,2024-11-28 02:28:32,,membership_officer
14838,4303,Submitted,2023-04-20 11:41:18,2023-04-24 11:41:18,system
14839,4303,Under Review,2023-04-24 11:41:18,2023-04-27 11:41:18,system
14840,4303,Pending Payment,2023-04-27 11:41:18,2023-05-12 11:41:18,review_committee
14841,4303,Approved,2023-05-12 11:41:18,,membership_officer
14842,4304,Submitted,2025-06-05 23:31:14,2025-06-15 23:31:14,membership_officer
14843,4304,Withdrawn,2025-06-15 23:31:14,,review_committee
14844,4305,Submitted,2023-11-23 11:20:59,2023-12-03 11:20:59,membership_officer
14845,4305,Under Review,2023-12-03 11:20:59,2023-12-14 11:20:59,system
14846,4305,Pending Payment,2023-12-14 11:20:59,2024-01-01 11:20:59,system
14847,4305,Approved,2024-01-01 11:20:59,,system
14848,4306,Submitted,2023-02-10 16:47:14,2023-02-12 16:47:14,system
14849,4306,Under Review,2023-02-12 16:47:14,2023-02-18 16:47:14,membership_officer
14850,4306,Pending Payment,2023-02-18 16:47:14,2023-03-13 16:47:14,review_committee
14851,4306,Approved,2023-03-13 16:47:14,,system
14852,4307,Submitted,2022-03-12 10:19:28,2022-03-20 10:19:28,review_committee
14853,4307,Under Review,2022-03-20 10:19:28,2022-04-11 10:19:28,system
14854,4307,Rejected,2022-04-11 10:19:28,,review_committee
14855,4308,Submitted,2022-07-17 16:34:04,2022-07-21 16:34:04,system
14856,4308,Withdrawn,2022-07-21 16:34:04,,review_committee
14857,4309,Submitted,2023-07-28 17:22:22,2023-08-17 17:22:22,membership_officer
14858,4309,Under Review,2023-08-17 17:22:22,2023-09-09 17:22:22,system
14859,4309,Pending Payment,2023-09-09 17:22:22,2023-09-21 17:22:22,membership_officer
14860,4309,Approved,2023-09-21 17:22:22,,membership_officer
14861,4310,Submitted,2022-10-18 10:59:08,2022-11-08 10:59:08,review_committee
14862,4310,Under Review,2022-11-08 10:59:08,2022-11-15 10:59:08,system
14863,4310,Rejected,2022-11-15 10:59:08,,membership_officer
14864,4311,Submitted,2023-04-08 15:59:26,2023-04-15 15:59:26,system
14865,4311,Withdrawn,2023-04-15 15:59:26,,system
14866,4312,Submitted,2024-05-05 21:53:49,2024-05-07 21:53:49,membership_officer
14867,4312,Under Review,2024-05-07 21:53:49,2024-05-09 21:53:49,system
14868,4312,Rejected,2024-05-09 21:53:49,,review_committee
14869,4313,Submitted,2022-08-26 11:45:58,2022-09-04 11:45:58,membership_officer
14870,4313,Under Review,2022-09-04 11:45:58,2022-09-22 11:45:58,membership_officer
14871,4313,Pending Payment,2022-09-22 11:45:58,2022-09-24 11:45:58,review_committee
14872,4313,Approved,2022-09-24 11:45:58,,system
14873,4314,Submitted,2024-11-25 06:30:37,2024-12-24 06:30:37,system
14874,4314,Under Review,2024-12-24 06:30:37,2025-01-06 06:30:37,system
14875,4314,Pending Payment,2025-01-06 06:30:37,2025-01-18 06:30:37,review_committee
14876,4314,Approved,2025-01-18 06:30:37,,membership_officer
14877,4315,Submitted,2022-02-14 11:40:08,2022-02-28 11:40:08,system
14878,4315,Under Review,2022-02-28 11:40:08,2022-03-18 11:40:08,system
14879,4315,Pending Payment,2022-03-18 11:40:08,2022-04-14 11:40:08,membership_officer
14880,4315,Approved,2022-04-14 11:40:08,,membership_officer
14881,4316,Submitted,2023-07-24 09:59:20,2023-07-27 09:59:20,review_committee
14882,4316,Under Review,2023-07-27 09:59:20,2023-07-31 09:59:20,membership_officer
14883,4316,Pending Payment,2023-07-31 09:59:20,2023-08-20 09:59:20,review_committee
14884,4316,Approved,2023-08-20 09:59:20,,membership_officer
14885,4317,Submitted,2024-03-02 22:16:54,2024-03-03 22:16:54,system
14886,4317,Withdrawn,2024-03-03 22:16:54,,membership_officer
14887,4318,Submitted,2024-02-21 16:45:03,2024-03-08 16:45:03,review_committee
14888,4318,Under Review,2024-03-08 16:45:03,2024-04-02 16:45:03,review_committee
14889,4318,Pending Payment,2024-04-02 16:45:03,2024-04-24 16:45:03,system
14890,4318,Approved,2024-04-24 16:45:03,,membership_officer
14891,4319,Submitted,2026-01-09 03:42:51,2026-01-18 03:42:51,system
14892,4319,Under Review,2026-01-18 03:42:51,2026-02-04 03:42:51,review_committee
14893,4319,Pending Payment,2026-02-04 03:42:51,2026-02-18 03:42:51,system
14894,4319,Approved,2026-02-18 03:42:51,,review_committee
14895,4320,Submitted,2024-11-23 14:36:19,2024-11-24 14:36:19,system
14896,4320,Under Review,2024-11-24 14:36:19,2024-12-19 14:36:19,review_committee
14897,4320,Pending Payment,2024-12-19 14:36:19,2025-01-13 14:36:19,membership_officer
14898,4320,Approved,2025-01-13 14:36:19,,membership_officer
14899,4321,Submitted,2024-02-16 08:06:07,2024-03-11 08:06:07,review_committee
14900,4321,Under Review,2024-03-11 08:06:07,2024-03-24 08:06:07,system
14901,4321,Pending Payment,2024-03-24 08:06:07,2024-04-20 08:06:07,membership_officer
14902,4321,Approved,2024-04-20 08:06:07,,system
14903,4322,Submitted,2024-08-19 04:14:48,2024-09-11 04:14:48,membership_officer
14904,4322,Under Review,2024-09-11 04:14:48,2024-10-11 04:14:48,membership_officer
14905,4322,Pending Payment,2024-10-11 04:14:48,2024-10-28 04:14:48,system
14906,4322,Approved,2024-10-28 04:14:48,,review_committee
14907,4323,Submitted,2024-04-25 16:00:03,2024-05-01 16:00:03,system
14908,4323,Under Review,2024-05-01 16:00:03,2024-05-20 16:00:03,review_committee
14909,4323,Pending Payment,2024-05-20 16:00:03,2024-05-26 16:00:03,membership_officer
14910,4323,Approved,2024-05-26 16:00:03,,system
14911,4324,Submitted,2021-11-13 20:24:35,2021-11-30 20:24:35,review_committee
14912,4324,Under Review,2021-11-30 20:24:35,2021-12-25 20:24:35,review_committee
14913,4324,Pending Payment,2021-12-25 20:24:35,2022-01-04 20:24:35,system
14914,4324,Approved,2022-01-04 20:24:35,,review_committee
14915,4325,Submitted,2023-09-08 17:14:23,2023-09-12 17:14:23,review_committee
14916,4325,Under Review,2023-09-12 17:14:23,2023-09-28 17:14:23,system
14917,4325,Pending Payment,2023-09-28 17:14:23,2023-10-04 17:14:23,membership_officer
14918,4325,Approved,2023-10-04 17:14:23,,membership_officer
14919,4326,Submitted,2025-07-04 22:44:10,2025-07-09 22:44:10,system
14920,4326,Under Review,2025-07-09 22:44:10,2025-07-18 22:44:10,system
14921,4326,Pending Payment,2025-07-18 22:44:10,2025-08-11 22:44:10,membership_officer
14922,4326,Approved,2025-08-11 22:44:10,,membership_officer
14923,4327,Submitted,2024-10-20 13:32:15,2024-11-14 13:32:15,membership_officer
14924,4327,Under Review,2024-11-14 13:32:15,2024-11-28 13:32:15,review_committee
14925,4327,Rejected,2024-11-28 13:32:15,,membership_officer
14926,4328,Submitted,2021-12-06 12:37:44,2021-12-26 12:37:44,system
14927,4328,Under Review,2021-12-26 12:37:44,2021-12-29 12:37:44,system
14928,4328,Pending Payment,2021-12-29 12:37:44,2022-01-24 12:37:44,system
14929,4328,Approved,2022-01-24 12:37:44,,membership_officer
14930,4329,Submitted,2025-10-29 23:50:41,2025-11-28 23:50:41,review_committee
14931,4329,Under Review,2025-11-28 23:50:41,2025-12-20 23:50:41,membership_officer
14932,4329,Pending Payment,2025-12-20 23:50:41,2026-01-02 23:50:41,membership_officer
14933,4329,Approved,2026-01-02 23:50:41,,system
14934,4330,Submitted,2025-05-16 14:08:50,2025-06-03 14:08:50,system
14935,4330,Under Review,2025-06-03 14:08:50,2025-06-29 14:08:50,system
14936,4330,Pending Payment,2025-06-29 14:08:50,2025-07-21 14:08:50,system
14937,4330,Approved,2025-07-21 14:08:50,,review_committee
14938,4331,Submitted,2026-04-07 19:19:55,2026-04-29 19:19:55,review_committee
14939,4331,Under Review,2026-04-29 19:19:55,2026-05-08 19:19:55,membership_officer
14940,4331,Pending Payment,2026-05-08 19:19:55,2026-05-17 19:19:55,system
14941,4331,Approved,2026-05-17 19:19:55,,system
14942,4332,Submitted,2022-07-07 01:55:33,2022-07-25 01:55:33,membership_officer
14943,4332,Under Review,2022-07-25 01:55:33,2022-07-27 01:55:33,system
14944,4332,Pending Payment,2022-07-27 01:55:33,2022-08-23 01:55:33,review_committee
14945,4332,Approved,2022-08-23 01:55:33,,review_committee
14946,4333,Submitted,2024-06-29 19:30:57,2024-07-05 19:30:57,review_committee
14947,4333,Under Review,2024-07-05 19:30:57,2024-07-29 19:30:57,system
14948,4333,Rejected,2024-07-29 19:30:57,,system
14949,4334,Submitted,2026-05-12 01:59:13,2026-06-06 01:59:13,review_committee
14950,4334,Under Review,2026-06-06 01:59:13,2026-06-07 01:59:13,review_committee
14951,4334,Pending Payment,2026-06-07 01:59:13,,system
14952,4335,Submitted,2025-03-24 10:00:59,2025-04-04 10:00:59,system
14953,4335,Under Review,2025-04-04 10:00:59,2025-04-16 10:00:59,review_committee
14954,4335,Pending Payment,2025-04-16 10:00:59,,membership_officer
14955,4336,Submitted,2022-05-14 20:34:43,2022-06-07 20:34:43,review_committee
14956,4336,Under Review,2022-06-07 20:34:43,2022-06-11 20:34:43,review_committee
14957,4336,Pending Payment,2022-06-11 20:34:43,,system
14958,4337,Submitted,2022-08-08 10:21:43,,review_committee
14959,4338,Submitted,2025-10-22 04:02:41,2025-11-13 04:02:41,review_committee
14960,4338,Withdrawn,2025-11-13 04:02:41,,membership_officer
14961,4339,Submitted,2022-10-20 17:56:47,,review_committee
14962,4340,Submitted,2023-09-25 08:02:11,2023-10-06 08:02:11,review_committee
14963,4340,Under Review,2023-10-06 08:02:11,2023-10-11 08:02:11,system
14964,4340,Pending Payment,2023-10-11 08:02:11,2023-11-07 08:02:11,system
14965,4340,Approved,2023-11-07 08:02:11,,system
14966,4341,Submitted,2024-06-30 04:11:53,2024-07-01 04:11:53,system
14967,4341,Under Review,2024-07-01 04:11:53,2024-07-27 04:11:53,system
14968,4341,Pending Payment,2024-07-27 04:11:53,2024-07-30 04:11:53,system
14969,4341,Approved,2024-07-30 04:11:53,,membership_officer
14970,4342,Submitted,2023-02-15 00:54:25,2023-03-13 00:54:25,review_committee
14971,4342,Under Review,2023-03-13 00:54:25,2023-04-12 00:54:25,membership_officer
14972,4342,Pending Payment,2023-04-12 00:54:25,2023-04-19 00:54:25,review_committee
14973,4342,Approved,2023-04-19 00:54:25,,membership_officer
14974,4343,Submitted,2022-09-14 19:28:24,2022-10-03 19:28:24,system
14975,4343,Under Review,2022-10-03 19:28:24,2022-10-13 19:28:24,system
14976,4343,Pending Payment,2022-10-13 19:28:24,2022-10-29 19:28:24,system
14977,4343,Approved,2022-10-29 19:28:24,,review_committee
14978,4344,Submitted,2021-09-06 19:13:38,2021-09-30 19:13:38,membership_officer
14979,4344,Under Review,2021-09-30 19:13:38,,membership_officer
14980,4345,Submitted,2022-05-09 07:02:44,2022-05-27 07:02:44,system
14981,4345,Under Review,2022-05-27 07:02:44,2022-06-04 07:02:44,system
14982,4345,Pending Payment,2022-06-04 07:02:44,2022-06-25 07:02:44,system
14983,4345,Approved,2022-06-25 07:02:44,,system
14984,4346,Submitted,2024-10-17 05:01:56,2024-11-05 05:01:56,system
14985,4346,Under Review,2024-11-05 05:01:56,2024-11-17 05:01:56,membership_officer
14986,4346,Pending Payment,2024-11-17 05:01:56,2024-12-14 05:01:56,membership_officer
14987,4346,Approved,2024-12-14 05:01:56,,system
14988,4347,Submitted,2023-06-14 05:16:51,2023-07-04 05:16:51,system
14989,4347,Under Review,2023-07-04 05:16:51,2023-07-24 05:16:51,system
14990,4347,Pending Payment,2023-07-24 05:16:51,2023-07-28 05:16:51,membership_officer
14991,4347,Approved,2023-07-28 05:16:51,,review_committee
14992,4348,Submitted,2022-08-21 08:37:54,2022-09-07 08:37:54,review_committee
14993,4348,Under Review,2022-09-07 08:37:54,2022-09-14 08:37:54,review_committee
14994,4348,Pending Payment,2022-09-14 08:37:54,2022-10-02 08:37:54,membership_officer
14995,4348,Approved,2022-10-02 08:37:54,,system
14996,4349,Submitted,2024-05-11 23:30:44,,review_committee
14997,4350,Submitted,2022-08-18 04:10:15,2022-08-29 04:10:15,review_committee
14998,4350,Withdrawn,2022-08-29 04:10:15,,system
14999,4351,Submitted,2023-03-28 03:34:58,2023-04-20 03:34:58,review_committee
15000,4351,Under Review,2023-04-20 03:34:58,2023-04-30 03:34:58,system
15001,4351,Rejected,2023-04-30 03:34:58,,system
15002,4352,Submitted,2025-05-14 12:20:50,2025-06-09 12:20:50,system
15003,4352,Under Review,2025-06-09 12:20:50,2025-06-19 12:20:50,membership_officer
15004,4352,Pending Payment,2025-06-19 12:20:50,,system
15005,4353,Submitted,2026-05-27 12:04:09,2026-06-15 12:04:09,system
15006,4353,Under Review,2026-06-15 12:04:09,2026-07-11 12:04:09,review_committee
15007,4353,Pending Payment,2026-07-11 12:04:09,2026-07-31 12:04:09,system
15008,4353,Approved,2026-07-31 12:04:09,,review_committee
15009,4354,Submitted,2021-06-29 15:54:07,2021-07-13 15:54:07,membership_officer
15010,4354,Under Review,2021-07-13 15:54:07,,review_committee
15011,4355,Submitted,2023-08-15 06:42:25,2023-09-11 06:42:25,membership_officer
15012,4355,Under Review,2023-09-11 06:42:25,2023-10-01 06:42:25,membership_officer
15013,4355,Rejected,2023-10-01 06:42:25,,system
15014,4356,Submitted,2025-09-15 12:23:01,2025-10-01 12:23:01,membership_officer
15015,4356,Under Review,2025-10-01 12:23:01,2025-10-14 12:23:01,review_committee
15016,4356,Pending Payment,2025-10-14 12:23:01,2025-11-02 12:23:01,review_committee
15017,4356,Approved,2025-11-02 12:23:01,,review_committee
15018,4357,Submitted,2023-01-10 05:07:49,2023-02-03 05:07:49,membership_officer
15019,4357,Under Review,2023-02-03 05:07:49,2023-02-09 05:07:49,system
15020,4357,Pending Payment,2023-02-09 05:07:49,2023-03-09 05:07:49,membership_officer
15021,4357,Approved,2023-03-09 05:07:49,,review_committee
15022,4358,Submitted,2026-04-26 01:13:05,2026-05-21 01:13:05,review_committee
15023,4358,Under Review,2026-05-21 01:13:05,2026-06-01 01:13:05,system
15024,4358,Pending Payment,2026-06-01 01:13:05,2026-06-30 01:13:05,review_committee
15025,4358,Approved,2026-06-30 01:13:05,,membership_officer
15026,4359,Submitted,2023-06-02 19:33:16,2023-06-03 19:33:16,review_committee
15027,4359,Under Review,2023-06-03 19:33:16,2023-06-20 19:33:16,system
15028,4359,Pending Payment,2023-06-20 19:33:16,2023-07-20 19:33:16,membership_officer
15029,4359,Approved,2023-07-20 19:33:16,,membership_officer
15030,4360,Submitted,2024-02-17 13:38:17,2024-02-28 13:38:17,system
15031,4360,Under Review,2024-02-28 13:38:17,2024-03-18 13:38:17,system
15032,4360,Pending Payment,2024-03-18 13:38:17,2024-04-03 13:38:17,review_committee
15033,4360,Approved,2024-04-03 13:38:17,,review_committee
15034,4361,Submitted,2024-08-27 12:05:43,2024-09-11 12:05:43,system
15035,4361,Under Review,2024-09-11 12:05:43,2024-09-16 12:05:43,system
15036,4361,Pending Payment,2024-09-16 12:05:43,2024-10-02 12:05:43,system
15037,4361,Approved,2024-10-02 12:05:43,,review_committee
15038,4362,Submitted,2021-12-24 22:14:23,2022-01-22 22:14:23,membership_officer
15039,4362,Under Review,2022-01-22 22:14:23,2022-02-20 22:14:23,system
15040,4362,Pending Payment,2022-02-20 22:14:23,2022-03-06 22:14:23,membership_officer
15041,4362,Approved,2022-03-06 22:14:23,,system
15042,4363,Submitted,2022-10-24 20:58:07,2022-10-25 20:58:07,membership_officer
15043,4363,Under Review,2022-10-25 20:58:07,2022-10-29 20:58:07,system
15044,4363,Pending Payment,2022-10-29 20:58:07,2022-11-07 20:58:07,membership_officer
