member_status_history_id,member_id,status,status_start_at,status_end_at,changed_by,change_reason
11758,2395,Pending Renewal,2026-02-01 00:00:00,,system,Current member status
11759,2396,Active,2024-05-28 02:43:34,2025-02-01,system,Membership active before annual renewal
11760,2396,Pending Renewal,2025-02-01 00:00:00,2025-07-15,finance_officer,Renewal payment received
11761,2396,Active,2025-07-15 00:00:00,2026-02-01,system,Membership active before annual renewal
11762,2396,Pending Renewal,2026-02-01 00:00:00,2026-04-02,membership_officer,Renewal payment received
11763,2396,Active,2026-04-02 00:00:00,,system,Current member status
11764,2397,Active,2022-01-13 02:59:20,2023-02-01,system,Membership active before annual renewal
11765,2397,Pending Renewal,2023-02-01 00:00:00,2023-08-01,system,Renewal overdue for more than 6 months
11766,2397,Inactive,2023-08-01 00:00:00,2024-08-01,system,Inactive for more than 1 year
11767,2397,Cancelled,2024-08-01 00:00:00,,system,Current member status
11768,2398,Active,2024-01-27 16:56:40,2025-02-01,system,Membership active before annual renewal
11769,2398,Pending Renewal,2025-02-01 00:00:00,2025-04-06,system,Renewal payment received
11770,2398,Active,2025-04-06 00:00:00,2026-02-01,system,Membership active before annual renewal
11771,2398,Pending Renewal,2026-02-01 00:00:00,,system,Current member status
11772,2399,Active,2024-06-14 05:47:55,2025-02-01,system,Membership active before annual renewal
11773,2399,Pending Renewal,2025-02-01 00:00:00,2025-07-10,membership_officer,Renewal payment received
11774,2399,Active,2025-07-10 00:00:00,2026-02-01,system,Membership active before annual renewal
11775,2399,Pending Renewal,2026-02-01 00:00:00,2026-03-23,finance_officer,Renewal payment received
11776,2399,Active,2026-03-23 00:00:00,,system,Current member status
11777,2400,Active,2022-07-27 00:11:00,2023-02-01,system,Membership active before annual renewal
11778,2400,Pending Renewal,2023-02-01 00:00:00,2023-07-27,membership_officer,Renewal payment received
11779,2400,Active,2023-07-27 00:00:00,2024-02-01,system,Membership active before annual renewal
11780,2400,Pending Renewal,2024-02-01 00:00:00,2024-05-22,finance_officer,Renewal payment received
11781,2400,Active,2024-05-22 00:00:00,2025-02-01,system,Membership active before annual renewal
11782,2400,Pending Renewal,2025-02-01 00:00:00,2025-08-01,system,Renewal overdue for more than 6 months
11783,2400,Inactive,2025-08-01 00:00:00,,system,Current member status
11784,2401,Active,2022-12-23 04:37:03,2023-02-01,system,Membership active before annual renewal
11785,2401,Pending Renewal,2023-02-01 00:00:00,2023-07-12,membership_officer,Renewal payment received
11786,2401,Active,2023-07-12 00:00:00,2024-02-01,system,Membership active before annual renewal
11787,2401,Pending Renewal,2024-02-01 00:00:00,2024-06-26,membership_officer,Renewal payment received
11788,2401,Active,2024-06-26 00:00:00,2025-02-01,system,Membership active before annual renewal
11789,2401,Pending Renewal,2025-02-01 00:00:00,2025-02-26,finance_officer,Renewal payment received
11790,2401,Active,2025-02-26 00:00:00,2026-02-01,system,Membership active before annual renewal
11791,2401,Pending Renewal,2026-02-01 00:00:00,2026-05-13,system,Renewal payment received
11792,2401,Active,2026-05-13 00:00:00,,system,Current member status
11793,2402,Active,2023-04-27 21:09:02,2024-02-01,system,Membership active before annual renewal
11794,2402,Pending Renewal,2024-02-01 00:00:00,2024-08-01,system,Renewal overdue for more than 6 months
11795,2402,Inactive,2024-08-01 00:00:00,2025-08-01,system,Inactive for more than 1 year
11796,2402,Cancelled,2025-08-01 00:00:00,,system,Current member status
11797,2403,Active,2023-10-24 13:37:22,2024-02-01,system,Membership active before annual renewal
11798,2403,Pending Renewal,2024-02-01 00:00:00,2024-04-02,finance_officer,Renewal payment received
11799,2403,Active,2024-04-02 00:00:00,2025-02-01,system,Membership active before annual renewal
11800,2403,Pending Renewal,2025-02-01 00:00:00,2025-02-14,finance_officer,Renewal payment received
11801,2403,Active,2025-02-14 00:00:00,2026-02-01,system,Membership active before annual renewal
11802,2403,Pending Renewal,2026-02-01 00:00:00,2026-05-07,finance_officer,Renewal payment received
11803,2403,Active,2026-05-07 00:00:00,,system,Current member status
11804,2404,Active,2024-07-22 18:53:33,2025-02-01,system,Membership active before annual renewal
11805,2404,Pending Renewal,2025-02-01 00:00:00,2025-06-23,system,Renewal payment received
11806,2404,Active,2025-06-23 00:00:00,2026-02-01,system,Membership active before annual renewal
11807,2404,Pending Renewal,2026-02-01 00:00:00,2026-02-17,finance_officer,Renewal payment received
11808,2404,Active,2026-02-17 00:00:00,,system,Current member status
11809,2405,Active,2023-11-01 02:55:31,2024-02-01,system,Membership active before annual renewal
11810,2405,Pending Renewal,2024-02-01 00:00:00,2024-03-14,system,Renewal payment received
11811,2405,Active,2024-03-14 00:00:00,2025-02-01,system,Membership active before annual renewal
11812,2405,Pending Renewal,2025-02-01 00:00:00,2025-05-27,finance_officer,Renewal payment received
11813,2405,Active,2025-05-27 00:00:00,2026-02-01,system,Membership active before annual renewal
11814,2405,Pending Renewal,2026-02-01 00:00:00,2026-05-22,system,Renewal payment received
11815,2405,Active,2026-05-22 00:00:00,,system,Current member status
11816,2406,Active,2024-04-14 09:23:40,2025-02-01,system,Membership active before annual renewal
11817,2406,Pending Renewal,2025-02-01 00:00:00,2025-06-20,finance_officer,Renewal payment received
11818,2406,Active,2025-06-20 00:00:00,2026-02-01,system,Membership active before annual renewal
11819,2406,Pending Renewal,2026-02-01 00:00:00,2026-05-13,system,Renewal payment received
11820,2406,Active,2026-05-13 00:00:00,,system,Current member status
11821,2407,Active,2023-07-22 10:20:21,2024-02-01,system,Membership active before annual renewal
11822,2407,Pending Renewal,2024-02-01 00:00:00,2024-07-15,membership_officer,Renewal payment received
11823,2407,Active,2024-07-15 00:00:00,2025-02-01,system,Membership active before annual renewal
11824,2407,Pending Renewal,2025-02-01 00:00:00,2025-02-06,membership_officer,Renewal payment received
11825,2407,Active,2025-02-06 00:00:00,2026-02-01,system,Membership active before annual renewal
11826,2407,Pending Renewal,2026-02-01 00:00:00,,system,Current member status
11827,2408,Active,2024-02-07 11:24:06,2025-02-01,system,Membership active before annual renewal
11828,2408,Pending Renewal,2025-02-01 00:00:00,2025-04-20,system,Renewal payment received
11829,2408,Active,2025-04-20 00:00:00,2026-02-01,system,Membership active before annual renewal
11830,2408,Pending Renewal,2026-02-01 00:00:00,2026-04-28,system,Renewal payment received
11831,2408,Active,2026-04-28 00:00:00,,system,Current member status
11832,2409,Active,2025-01-31 22:26:00,2026-02-01,system,Membership active before annual renewal
11833,2409,Pending Renewal,2026-02-01 00:00:00,2026-02-05,membership_officer,Renewal payment received
11834,2409,Active,2026-02-05 00:00:00,,system,Current member status
11835,2410,Active,2023-07-05 11:31:01,2024-02-01,system,Membership active before annual renewal
11836,2410,Pending Renewal,2024-02-01 00:00:00,2024-04-11,membership_officer,Renewal payment received
11837,2410,Active,2024-04-11 00:00:00,2025-02-01,system,Membership active before annual renewal
11838,2410,Pending Renewal,2025-02-01 00:00:00,2025-05-16,finance_officer,Renewal payment received
11839,2410,Active,2025-05-16 00:00:00,2026-02-01,system,Membership active before annual renewal
11840,2410,Pending Renewal,2026-02-01 00:00:00,2026-02-26,system,Renewal payment received
11841,2410,Active,2026-02-26 00:00:00,,system,Current member status
11842,2411,Active,2022-06-05 19:12:36,2023-02-01,system,Membership active before annual renewal
11843,2411,Pending Renewal,2023-02-01 00:00:00,2023-02-10,finance_officer,Renewal payment received
11844,2411,Active,2023-02-10 00:00:00,2024-02-01,system,Membership active before annual renewal
11845,2411,Pending Renewal,2024-02-01 00:00:00,2024-07-11,finance_officer,Renewal payment received
11846,2411,Active,2024-07-11 00:00:00,2025-02-01,system,Membership active before annual renewal
11847,2411,Pending Renewal,2025-02-01 00:00:00,2025-03-24,system,Renewal payment received
11848,2411,Active,2025-03-24 00:00:00,2026-02-01,system,Membership active before annual renewal
11849,2411,Pending Renewal,2026-02-01 00:00:00,2026-02-22,system,Renewal payment received
11850,2411,Active,2026-02-22 00:00:00,,system,Current member status
11851,2412,Active,2023-11-10 19:48:28,2024-02-01,system,Membership active before annual renewal
11852,2412,Pending Renewal,2024-02-01 00:00:00,2024-08-01,system,Renewal overdue for more than 6 months
11853,2412,Inactive,2024-08-01 00:00:00,2025-08-01,system,Inactive for more than 1 year
11854,2412,Cancelled,2025-08-01 00:00:00,,system,Current member status
11855,2413,Active,2022-03-10 14:36:21,2023-02-01,system,Membership active before annual renewal
11856,2413,Pending Renewal,2023-02-01 00:00:00,2023-08-01,system,Renewal overdue for more than 6 months
11857,2413,Inactive,2023-08-01 00:00:00,2024-08-01,system,Inactive for more than 1 year
11858,2413,Cancelled,2024-08-01 00:00:00,,system,Current member status
11859,2414,Active,2026-01-12 17:48:33,,system,Current member status
11860,2415,Active,2025-03-07 01:47:34,2026-02-01,system,Membership active before annual renewal
11861,2415,Pending Renewal,2026-02-01 00:00:00,2026-04-05,system,Renewal payment received
11862,2415,Active,2026-04-05 00:00:00,,system,Current member status
11863,2416,Active,2024-03-12 11:56:54,2025-02-01,system,Membership active before annual renewal
11864,2416,Pending Renewal,2025-02-01 00:00:00,2025-05-03,system,Renewal payment received
11865,2416,Active,2025-05-03 00:00:00,2026-02-01,system,Membership active before annual renewal
11866,2416,Pending Renewal,2026-02-01 00:00:00,,system,Current member status
11867,2417,Active,2025-03-13 05:29:22,2026-02-01,system,Membership active before annual renewal
11868,2417,Pending Renewal,2026-02-01 00:00:00,2026-03-20,finance_officer,Renewal payment received
11869,2417,Active,2026-03-20 00:00:00,,system,Current member status
11870,2418,Active,2024-08-06 06:16:42,2025-02-01,system,Membership active before annual renewal
11871,2418,Pending Renewal,2025-02-01 00:00:00,2025-07-19,membership_officer,Renewal payment received
11872,2418,Active,2025-07-19 00:00:00,2026-02-01,system,Membership active before annual renewal
11873,2418,Pending Renewal,2026-02-01 00:00:00,2026-04-05,membership_officer,Renewal payment received
11874,2418,Active,2026-04-05 00:00:00,,system,Current member status
11875,2419,Active,2022-11-19 12:48:20,2023-02-01,system,Membership active before annual renewal
11876,2419,Pending Renewal,2023-02-01 00:00:00,2023-08-01,system,Renewal overdue for more than 6 months
11877,2419,Inactive,2023-08-01 00:00:00,2024-08-01,system,Inactive for more than 1 year
11878,2419,Cancelled,2024-08-01 00:00:00,,system,Current member status
11879,2420,Active,2022-01-05 18:01:31,2023-02-01,system,Membership active before annual renewal
11880,2420,Pending Renewal,2023-02-01 00:00:00,2023-07-04,system,Renewal payment received
11881,2420,Active,2023-07-04 00:00:00,2024-02-01,system,Membership active before annual renewal
11882,2420,Pending Renewal,2024-02-01 00:00:00,2024-02-27,membership_officer,Renewal payment received
11883,2420,Active,2024-02-27 00:00:00,2025-02-01,system,Membership active before annual renewal
11884,2420,Pending Renewal,2025-02-01 00:00:00,2025-03-29,membership_officer,Renewal payment received
11885,2420,Active,2025-03-29 00:00:00,2026-02-01,system,Membership active before annual renewal
11886,2420,Pending Renewal,2026-02-01 00:00:00,,system,Current member status
11887,2421,Active,2023-08-26 01:54:25,2024-02-01,system,Membership active before annual renewal
11888,2421,Pending Renewal,2024-02-01 00:00:00,2024-03-09,finance_officer,Renewal payment received
11889,2421,Active,2024-03-09 00:00:00,2025-02-01,system,Membership active before annual renewal
11890,2421,Pending Renewal,2025-02-01 00:00:00,2025-05-01,membership_officer,Renewal payment received
11891,2421,Active,2025-05-01 00:00:00,2026-02-01,system,Membership active before annual renewal
11892,2421,Pending Renewal,2026-02-01 00:00:00,2026-05-17,membership_officer,Renewal payment received
11893,2421,Active,2026-05-17 00:00:00,,system,Current member status
11894,2422,Active,2024-01-21 08:30:26,2025-02-01,system,Membership active before annual renewal
11895,2422,Pending Renewal,2025-02-01 00:00:00,2025-05-16,finance_officer,Renewal payment received
11896,2422,Active,2025-05-16 00:00:00,2026-02-01,system,Membership active before annual renewal
11897,2422,Pending Renewal,2026-02-01 00:00:00,,system,Current member status
11898,2423,Active,2023-06-12 20:45:07,2024-02-01,system,Membership active before annual renewal
11899,2423,Pending Renewal,2024-02-01 00:00:00,2024-02-24,finance_officer,Renewal payment received
11900,2423,Active,2024-02-24 00:00:00,2025-02-01,system,Membership active before annual renewal
11901,2423,Pending Renewal,2025-02-01 00:00:00,2025-05-06,membership_officer,Renewal payment received
11902,2423,Active,2025-05-06 00:00:00,2026-02-01,system,Membership active before annual renewal
11903,2423,Pending Renewal,2026-02-01 00:00:00,,system,Current member status
11904,2424,Active,2026-06-29 22:23:23,,system,Current member status
11905,2425,Active,2024-05-30 05:11:13,2025-02-01,system,Membership active before annual renewal
11906,2425,Pending Renewal,2025-02-01 00:00:00,2025-08-01,system,Renewal overdue for more than 6 months
11907,2425,Inactive,2025-08-01 00:00:00,,system,Current member status
11908,2426,Active,2025-12-21 13:20:59,2026-02-01,system,Membership active before annual renewal
11909,2426,Pending Renewal,2026-02-01 00:00:00,,system,Current member status
11910,2427,Active,2021-11-23 20:00:42,2022-02-01,system,Membership active before annual renewal
11911,2427,Pending Renewal,2022-02-01 00:00:00,2022-07-26,system,Renewal payment received
11912,2427,Active,2022-07-26 00:00:00,2023-02-01,system,Membership active before annual renewal
11913,2427,Pending Renewal,2023-02-01 00:00:00,2023-06-27,membership_officer,Renewal payment received
11914,2427,Active,2023-06-27 00:00:00,2024-02-01,system,Membership active before annual renewal
11915,2427,Pending Renewal,2024-02-01 00:00:00,2024-07-11,finance_officer,Renewal payment received
11916,2427,Active,2024-07-11 00:00:00,2025-02-01,system,Membership active before annual renewal
11917,2427,Pending Renewal,2025-02-01 00:00:00,2025-05-27,membership_officer,Renewal payment received
11918,2427,Active,2025-05-27 00:00:00,2026-02-01,system,Membership active before annual renewal
11919,2427,Pending Renewal,2026-02-01 00:00:00,2026-03-06,finance_officer,Renewal payment received
11920,2427,Active,2026-03-06 00:00:00,,system,Current member status
11921,2428,Active,2022-08-03 15:27:45,2023-02-01,system,Membership active before annual renewal
11922,2428,Pending Renewal,2023-02-01 00:00:00,2023-06-10,finance_officer,Renewal payment received
11923,2428,Active,2023-06-10 00:00:00,2024-02-01,system,Membership active before annual renewal
11924,2428,Pending Renewal,2024-02-01 00:00:00,2024-02-13,finance_officer,Renewal payment received
11925,2428,Active,2024-02-13 00:00:00,2025-02-01,system,Membership active before annual renewal
11926,2428,Pending Renewal,2025-02-01 00:00:00,2025-03-23,finance_officer,Renewal payment received
11927,2428,Active,2025-03-23 00:00:00,2026-02-01,system,Membership active before annual renewal
11928,2428,Pending Renewal,2026-02-01 00:00:00,2026-04-07,finance_officer,Renewal payment received
11929,2428,Active,2026-04-07 00:00:00,,system,Current member status
11930,2429,Active,2023-10-16 05:08:07,2024-02-01,system,Membership active before annual renewal
11931,2429,Pending Renewal,2024-02-01 00:00:00,2024-03-12,finance_officer,Renewal payment received
11932,2429,Active,2024-03-12 00:00:00,2025-02-01,system,Membership active before annual renewal
11933,2429,Pending Renewal,2025-02-01 00:00:00,2025-04-01,membership_officer,Renewal payment received
11934,2429,Active,2025-04-01 00:00:00,2026-02-01,system,Membership active before annual renewal
11935,2429,Pending Renewal,2026-02-01 00:00:00,,system,Current member status
11936,2430,Active,2026-01-01 23:34:15,,system,Current member status
11937,2431,Active,2026-05-20 17:00:13,,system,Current member status
11938,2432,Active,2022-05-25 19:41:09,2023-02-01,system,Membership active before annual renewal
11939,2432,Pending Renewal,2023-02-01 00:00:00,2023-04-12,membership_officer,Renewal payment received
11940,2432,Active,2023-04-12 00:00:00,2024-02-01,system,Membership active before annual renewal
11941,2432,Pending Renewal,2024-02-01 00:00:00,2024-06-24,finance_officer,Renewal payment received
11942,2432,Active,2024-06-24 00:00:00,2025-02-01,system,Membership active before annual renewal
11943,2432,Pending Renewal,2025-02-01 00:00:00,2025-04-20,membership_officer,Renewal payment received
11944,2432,Active,2025-04-20 00:00:00,2026-02-01,system,Membership active before annual renewal
11945,2432,Pending Renewal,2026-02-01 00:00:00,,system,Current member status
11946,2433,Active,2025-09-17 02:45:07,2026-02-01,system,Membership active before annual renewal
11947,2433,Pending Renewal,2026-02-01 00:00:00,,system,Current member status
11948,2434,Active,2022-12-01 08:04:29,2023-02-01,system,Membership active before annual renewal
11949,2434,Pending Renewal,2023-02-01 00:00:00,2023-04-29,system,Renewal payment received
11950,2434,Active,2023-04-29 00:00:00,2024-02-01,system,Membership active before annual renewal
11951,2434,Pending Renewal,2024-02-01 00:00:00,2024-08-01,system,Renewal overdue for more than 6 months
11952,2434,Inactive,2024-08-01 00:00:00,2025-08-01,system,Inactive for more than 1 year
11953,2434,Cancelled,2025-08-01 00:00:00,,system,Current member status
11954,2435,Active,2026-02-03 16:42:16,,system,Current member status
11955,2436,Active,2023-01-05 11:36:43,2024-02-01,system,Membership active before annual renewal
11956,2436,Pending Renewal,2024-02-01 00:00:00,2024-02-23,finance_officer,Renewal payment received
11957,2436,Active,2024-02-23 00:00:00,2025-02-01,system,Membership active before annual renewal
11958,2436,Pending Renewal,2025-02-01 00:00:00,2025-08-01,system,Renewal overdue for more than 6 months
11959,2436,Inactive,2025-08-01 00:00:00,,system,Current member status
11960,2437,Active,2023-12-28 05:27:26,2024-02-01,system,Membership active before annual renewal
11961,2437,Pending Renewal,2024-02-01 00:00:00,2024-05-14,finance_officer,Renewal payment received
11962,2437,Active,2024-05-14 00:00:00,2025-02-01,system,Membership active before annual renewal
11963,2437,Pending Renewal,2025-02-01 00:00:00,2025-08-01,system,Renewal overdue for more than 6 months
11964,2437,Inactive,2025-08-01 00:00:00,,system,Current member status
11965,2438,Active,2025-05-21 02:24:01,2026-02-01,system,Membership active before annual renewal
11966,2438,Pending Renewal,2026-02-01 00:00:00,2026-02-19,system,Renewal payment received
11967,2438,Active,2026-02-19 00:00:00,,system,Current member status
11968,2439,Active,2025-08-26 07:56:27,2026-02-01,system,Membership active before annual renewal
11969,2439,Pending Renewal,2026-02-01 00:00:00,2026-04-03,system,Renewal payment received
11970,2439,Active,2026-04-03 00:00:00,,system,Current member status
11971,2440,Active,2025-12-15 06:08:54,2026-02-01,system,Membership active before annual renewal
11972,2440,Pending Renewal,2026-02-01 00:00:00,2026-04-17,membership_officer,Renewal payment received
11973,2440,Active,2026-04-17 00:00:00,,system,Current member status
11974,2441,Active,2025-09-28 02:24:56,2026-02-01,system,Membership active before annual renewal
11975,2441,Pending Renewal,2026-02-01 00:00:00,2026-03-09,finance_officer,Renewal payment received
11976,2441,Active,2026-03-09 00:00:00,,system,Current member status
11977,2442,Active,2022-10-05 13:06:55,2023-02-01,system,Membership active before annual renewal
11978,2442,Pending Renewal,2023-02-01 00:00:00,2023-04-20,system,Renewal payment received
11979,2442,Active,2023-04-20 00:00:00,2024-02-01,system,Membership active before annual renewal
11980,2442,Pending Renewal,2024-02-01 00:00:00,2024-08-01,system,Renewal overdue for more than 6 months
11981,2442,Inactive,2024-08-01 00:00:00,2025-08-01,system,Inactive for more than 1 year
11982,2442,Cancelled,2025-08-01 00:00:00,,system,Current member status
11983,2443,Active,2023-08-04 16:52:05,2024-02-01,system,Membership active before annual renewal
11984,2443,Pending Renewal,2024-02-01 00:00:00,2024-07-15,membership_officer,Renewal payment received
11985,2443,Active,2024-07-15 00:00:00,2025-02-01,system,Membership active before annual renewal
11986,2443,Pending Renewal,2025-02-01 00:00:00,2025-03-02,finance_officer,Renewal payment received
11987,2443,Active,2025-03-02 00:00:00,2026-02-01,system,Membership active before annual renewal
11988,2443,Pending Renewal,2026-02-01 00:00:00,,system,Current member status
11989,2444,Active,2023-10-21 15:56:34,2024-02-01,system,Membership active before annual renewal
11990,2444,Pending Renewal,2024-02-01 00:00:00,2024-02-05,system,Renewal payment received
11991,2444,Active,2024-02-05 00:00:00,2025-02-01,system,Membership active before annual renewal
11992,2444,Pending Renewal,2025-02-01 00:00:00,2025-07-23,system,Renewal payment received
11993,2444,Active,2025-07-23 00:00:00,2026-02-01,system,Membership active before annual renewal
11994,2444,Pending Renewal,2026-02-01 00:00:00,,system,Current member status
11995,2445,Active,2021-11-08 19:36:03,2022-02-01,system,Membership active before annual renewal
11996,2445,Pending Renewal,2022-02-01 00:00:00,2022-04-23,finance_officer,Renewal payment received
11997,2445,Active,2022-04-23 00:00:00,2023-02-01,system,Membership active before annual renewal
11998,2445,Pending Renewal,2023-02-01 00:00:00,2023-04-17,system,Renewal payment received
11999,2445,Active,2023-04-17 00:00:00,2024-02-01,system,Membership active before annual renewal
12000,2445,Pending Renewal,2024-02-01 00:00:00,2024-08-01,system,Renewal overdue for more than 6 months
12001,2445,Inactive,2024-08-01 00:00:00,2025-08-01,system,Inactive for more than 1 year
12002,2445,Cancelled,2025-08-01 00:00:00,,system,Current member status
12003,2446,Active,2025-04-30 13:22:40,2026-02-01,system,Membership active before annual renewal
12004,2446,Pending Renewal,2026-02-01 00:00:00,2026-02-09,membership_officer,Renewal payment received
12005,2446,Active,2026-02-09 00:00:00,,system,Current member status
12006,2447,Active,2024-12-09 03:04:15,2025-02-01,system,Membership active before annual renewal
12007,2447,Pending Renewal,2025-02-01 00:00:00,2025-02-02,membership_officer,Renewal payment received
12008,2447,Active,2025-02-02 00:00:00,2026-02-01,system,Membership active before annual renewal
12009,2447,Pending Renewal,2026-02-01 00:00:00,,system,Current member status
12010,2448,Active,2023-05-06 23:20:20,2024-02-01,system,Membership active before annual renewal
12011,2448,Pending Renewal,2024-02-01 00:00:00,2024-08-01,system,Renewal overdue for more than 6 months
12012,2448,Inactive,2024-08-01 00:00:00,2025-08-01,system,Inactive for more than 1 year
12013,2448,Cancelled,2025-08-01 00:00:00,,system,Current member status
12014,2449,Active,2025-01-24 11:34:37,2026-02-01,system,Membership active before annual renewal
12015,2449,Pending Renewal,2026-02-01 00:00:00,2026-03-27,system,Renewal payment received
12016,2449,Active,2026-03-27 00:00:00,,system,Current member status
12017,2450,Active,2022-12-16 07:41:42,2023-02-01,system,Membership active before annual renewal
12018,2450,Pending Renewal,2023-02-01 00:00:00,2023-04-23,membership_officer,Renewal payment received
12019,2450,Active,2023-04-23 00:00:00,2024-02-01,system,Membership active before annual renewal
12020,2450,Pending Renewal,2024-02-01 00:00:00,2024-03-29,finance_officer,Renewal payment received
12021,2450,Active,2024-03-29 00:00:00,2025-02-01,system,Membership active before annual renewal
12022,2450,Pending Renewal,2025-02-01 00:00:00,2025-04-05,finance_officer,Renewal payment received
12023,2450,Active,2025-04-05 00:00:00,2026-02-01,system,Membership active before annual renewal
12024,2450,Pending Renewal,2026-02-01 00:00:00,,system,Current member status
12025,2451,Active,2023-07-28 01:45:20,2024-02-01,system,Membership active before annual renewal
12026,2451,Pending Renewal,2024-02-01 00:00:00,2024-04-04,membership_officer,Renewal payment received
12027,2451,Active,2024-04-04 00:00:00,2025-02-01,system,Membership active before annual renewal
12028,2451,Pending Renewal,2025-02-01 00:00:00,2025-07-18,finance_officer,Renewal payment received
12029,2451,Active,2025-07-18 00:00:00,2026-02-01,system,Membership active before annual renewal
12030,2451,Pending Renewal,2026-02-01 00:00:00,,system,Current member status
12031,2452,Active,2026-02-27 22:17:09,,system,Current member status
12032,2453,Active,2022-04-11 13:14:35,2023-02-01,system,Membership active before annual renewal
12033,2453,Pending Renewal,2023-02-01 00:00:00,2023-07-17,system,Renewal payment received
12034,2453,Active,2023-07-17 00:00:00,2024-02-01,system,Membership active before annual renewal
12035,2453,Pending Renewal,2024-02-01 00:00:00,2024-08-01,system,Renewal overdue for more than 6 months
12036,2453,Inactive,2024-08-01 00:00:00,2025-08-01,system,Inactive for more than 1 year
12037,2453,Cancelled,2025-08-01 00:00:00,,system,Current member status
12038,2454,Active,2024-11-24 09:57:35,2025-02-01,system,Membership active before annual renewal
12039,2454,Pending Renewal,2025-02-01 00:00:00,2025-05-03,system,Renewal payment received
12040,2454,Active,2025-05-03 00:00:00,2026-02-01,system,Membership active before annual renewal
12041,2454,Pending Renewal,2026-02-01 00:00:00,2026-03-29,finance_officer,Renewal payment received
12042,2454,Active,2026-03-29 00:00:00,,system,Current member status
12043,2455,Active,2024-03-26 14:07:35,2025-02-01,system,Membership active before annual renewal
12044,2455,Pending Renewal,2025-02-01 00:00:00,2025-06-13,finance_officer,Renewal payment received
12045,2455,Active,2025-06-13 00:00:00,2026-02-01,system,Membership active before annual renewal
12046,2455,Pending Renewal,2026-02-01 00:00:00,2026-03-03,membership_officer,Renewal payment received
12047,2455,Active,2026-03-03 00:00:00,,system,Current member status
12048,2456,Active,2024-04-22 10:34:35,2025-02-01,system,Membership active before annual renewal
12049,2456,Pending Renewal,2025-02-01 00:00:00,2025-04-01,system,Renewal payment received
12050,2456,Active,2025-04-01 00:00:00,2026-02-01,system,Membership active before annual renewal
12051,2456,Pending Renewal,2026-02-01 00:00:00,,system,Current member status
12052,2457,Active,2026-01-22 06:57:15,,system,Current member status
12053,2458,Active,2023-07-01 05:29:40,2024-02-01,system,Membership active before annual renewal
12054,2458,Pending Renewal,2024-02-01 00:00:00,2024-02-14,membership_officer,Renewal payment received
12055,2458,Active,2024-02-14 00:00:00,2025-02-01,system,Membership active before annual renewal
12056,2458,Pending Renewal,2025-02-01 00:00:00,2025-06-26,membership_officer,Renewal payment received
12057,2458,Active,2025-06-26 00:00:00,2026-02-01,system,Membership active before annual renewal
12058,2458,Pending Renewal,2026-02-01 00:00:00,,system,Current member status
12059,2459,Active,2025-08-16 14:50:43,2026-02-01,system,Membership active before annual renewal
12060,2459,Pending Renewal,2026-02-01 00:00:00,2026-05-19,system,Renewal payment received
12061,2459,Active,2026-05-19 00:00:00,,system,Current member status
12062,2460,Active,2025-03-17 01:01:40,2026-02-01,system,Membership active before annual renewal
12063,2460,Pending Renewal,2026-02-01 00:00:00,2026-03-10,system,Renewal payment received
12064,2460,Active,2026-03-10 00:00:00,,system,Current member status
12065,2461,Active,2024-12-15 23:25:07,2025-02-01,system,Membership active before annual renewal
12066,2461,Pending Renewal,2025-02-01 00:00:00,2025-05-26,finance_officer,Renewal payment received
12067,2461,Active,2025-05-26 00:00:00,2026-02-01,system,Membership active before annual renewal
12068,2461,Pending Renewal,2026-02-01 00:00:00,,system,Current member status
12069,2462,Active,2023-07-13 13:56:49,2024-02-01,system,Membership active before annual renewal
12070,2462,Pending Renewal,2024-02-01 00:00:00,2024-03-30,membership_officer,Renewal payment received
12071,2462,Active,2024-03-30 00:00:00,2025-02-01,system,Membership active before annual renewal
12072,2462,Pending Renewal,2025-02-01 00:00:00,2025-07-04,finance_officer,Renewal payment received
12073,2462,Active,2025-07-04 00:00:00,2026-02-01,system,Membership active before annual renewal
12074,2462,Pending Renewal,2026-02-01 00:00:00,,system,Current member status
12075,2463,Active,2026-05-26 17:31:23,,system,Current member status
12076,2464,Active,2022-05-26 20:42:24,2023-02-01,system,Membership active before annual renewal
12077,2464,Pending Renewal,2023-02-01 00:00:00,2023-06-13,finance_officer,Renewal payment received
12078,2464,Active,2023-06-13 00:00:00,2024-02-01,system,Membership active before annual renewal
12079,2464,Pending Renewal,2024-02-01 00:00:00,2024-06-29,membership_officer,Renewal payment received
12080,2464,Active,2024-06-29 00:00:00,2025-02-01,system,Membership active before annual renewal
12081,2464,Pending Renewal,2025-02-01 00:00:00,2025-08-01,system,Renewal overdue for more than 6 months
12082,2464,Inactive,2025-08-01 00:00:00,,system,Current member status
12083,2465,Active,2022-10-16 20:22:45,2023-02-01,system,Membership active before annual renewal
12084,2465,Pending Renewal,2023-02-01 00:00:00,2023-06-18,system,Renewal payment received
12085,2465,Active,2023-06-18 00:00:00,2024-02-01,system,Membership active before annual renewal
12086,2465,Pending Renewal,2024-02-01 00:00:00,2024-07-07,finance_officer,Renewal payment received
12087,2465,Active,2024-07-07 00:00:00,2025-02-01,system,Membership active before annual renewal
12088,2465,Pending Renewal,2025-02-01 00:00:00,2025-02-18,system,Renewal payment received
12089,2465,Active,2025-02-18 00:00:00,2026-02-01,system,Membership active before annual renewal
12090,2465,Pending Renewal,2026-02-01 00:00:00,,system,Current member status
